Vardas         Pavarde         ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10    Egz.
Vardas10318    Pavarde10318    7    10   8    10   6    3    8    9    6    9       4
Vardas10319    Pavarde10319    8    5    6    10   3    9    4    6    9    7       5
Vardas10320    Pavarde10320    7    6    9    10   2    4    3    8    10   4       3
Vardas10321    Pavarde10321    7    9    3    9    5    10   4    8    3    5       4
Vardas10322    Pavarde10322    6    6    2    4    6    5    6    10   8    6       3
Vardas10323    Pavarde10323    2    6    9    10   6    4    5    8    7    3       6
Vardas10324    Pavarde10324    6    2    10   7    3    2    6    4    9    7       5
Vardas10325    Pavarde10325    2    4    4    2    3    8    4    10   6    2       5
Vardas10326    Pavarde10326    10   2    7    2    8    8    10   5    6    10      8
Vardas10327    Pavarde10327    8    5    6    5    9    10   2    3    6    9       4
Vardas10328    Pavarde10328    8    3    8    10   3    3    8    7    2    9       3
Vardas10329    Pavarde10329    6    9    3    3    3    10   7    4    4    6       3
Vardas10330    Pavarde10330    9    4    8    7    8    2    10   8    6    3       3
Vardas10331    Pavarde10331    10   10   9    6    8    5    9    3    7    7       7
Vardas10332    Pavarde10332    6    10   10   3    6    6    2    6    9    8       5
Vardas10333    Pavarde10333    9    5    7    7    5    4    8    10   4    3       2
Vardas10334    Pavarde10334    9    7    9    10   10   5    8    8    2    7       9
Vardas10335    Pavarde10335    4    7    10   6    4    3    6    10   8    6       4
Vardas10336    Pavarde10336    4    6    8    6    2    2    5    3    6    2       3
Vardas10337    Pavarde10337    7    2    5    8    4    2    8    8    8    10      6
Vardas10338    Pavarde10338    3    9    10   2    2    4    4    9    5    7       6
Vardas10339    Pavarde10339    9    4    6    6    5    6    3    6    4    4       2
Vardas10340    Pavarde10340    10   5    2    10   8    8    4    5    4    2       4
Vardas10341    Pavarde10341    9    10   4    2    8    7    5    4    6    6       9
Vardas10342    Pavarde10342    6    8    5    7    10   8    3    10   8    5       9
Vardas10343    Pavarde10343    5    5    5    2    2    8    6    2    7    3       8
Vardas10344    Pavarde10344    3    7    4    8    7    5    8    9    10   7       6
Vardas10345    Pavarde10345    2    6    9    4    3    2    7    8    6    7       2
Vardas10346    Pavarde10346    8    10   6    2    4    10   2    8    3    4       6
Vardas10347    Pavarde10347    2    10   4    7    3    5    9    6    3    7       2
Vardas10348    Pavarde10348    8    3    9    8    7    9    2    10   2    4       3
Vardas10349    Pavarde10349    2    9    9    4    8    5    7    7    10   4       8
Vardas10350    Pavarde10350    8    8    2    3    10   7    7    7    3    8       4
Vardas10351    Pavarde10351    10   10   3    6    8    3    8    8    5    4       6
Vardas10352    Pavarde10352    8    2    2    6    9    4    10   7    4    3       5
Vardas10353    Pavarde10353    10   7    10   6    5    3    6    7    9    6       8
Vardas10354    Pavarde10354    8    7    10   9    10   5    3    3    6    7       4
Vardas10355    Pavarde10355    5    5    5    4    5    8    6    6    9    3       2
Vardas10356    Pavarde10356    3    9    3    4    3    8    8    7    2    6       5
Vardas10357    Pavarde10357    6    2    9    2    9    5    4    5    5    2       2
Vardas10358    Pavarde10358    6    5    4    9    4    8    8    10   10   10      7
Vardas10359    Pavarde10359    5    2    10   9    9    3    9    2    9    7       4
Vardas10360    Pavarde10360    3    10   5    10   7    6    3    8    4    10      9
Vardas10361    Pavarde10361    5    9    7    6    8    8    2    7    9    5      10
Vardas10362    Pavarde10362    2    5    6    5    2    10   2    4    8    9       8
Vardas10363    Pavarde10363    9    3    10   3    6    6    8    3    10   4      10
Vardas10364    Pavarde10364    6    10   8    3    8    10   7    2    7    10      2
Vardas10365    Pavarde10365    6    8    4    10   7    6    4    8    3    7       7
Vardas10366    Pavarde10366    6    4    4    9    5    6    10   3    9    4       5
Vardas10367    Pavarde10367    3    10   4    7    7    6    2    8    4    9       9
Vardas10368    Pavarde10368    6    6    5    3    4    5    6    2    8    4       3
Vardas10369    Pavarde10369    10   6    8    7    2    4    7    5    2    9       2
Vardas10370    Pavarde10370    8    2    9    6    10   6    7    8    10   3       4
Vardas10371    Pavarde10371    10   2    9    2    5    8    10   5    9    3       3
Vardas10372    Pavarde10372    10   9    5    3    2    2    4    5    9    3       7
Vardas10373    Pavarde10373    7    7    4    7    10   2    10   4    3    4       8
Vardas10374    Pavarde10374    2    9    2    2    5    3    5    7    8    7       4
Vardas10375    Pavarde10375    4    5    9    8    9    5    5    10   4    2       7
Vardas10376    Pavarde10376    6    8    10   10   4    8    10   3    9    5       5
Vardas10377    Pavarde10377    8    5    8    5    10   8    2    2    9    9       7
Vardas10378    Pavarde10378    6    7    6    6    3    6    6    9    10   9       5
Vardas10379    Pavarde10379    9    5    2    6    8    9    8    4    10   5       4
Vardas10380    Pavarde10380    10   9    6    6    5    9    2    8    5    6       6
Vardas10381    Pavarde10381    8    2    6    10   4    8    3    9    8    3       8
Vardas10382    Pavarde10382    2    7    6    8    10   3    8    6    6    9       9
Vardas10383    Pavarde10383    8    2    3    7    2    8    4    10   2    9       6
Vardas10384    Pavarde10384    5    5    10   7    8    2    10   8    10   8       4
Vardas10385    Pavarde10385    6    9    8    5    4    3    6    5    9    2       5
Vardas10386    Pavarde10386    3    7    4    4    2    9    7    2    5    3       5
Vardas10387    Pavarde10387    10   7    8    4    9    4    10   8    2    6       8
Vardas10388    Pavarde10388    2    10   6    6    4    2    6    9    10   4       4
Vardas10389    Pavarde10389    2    4    3    10   7    6    9    7    6    9       3
Vardas10390    Pavarde10390    7    9    6    7    3    10   6    8    8    4       6
Vardas10391    Pavarde10391    9    7    10   9    9    7    10   6    10   3       5
Vardas10392    Pavarde10392    9    8    4    10   7    10   2    9    4    10      9
Vardas10393    Pavarde10393    5    2    7    10   8    10   5    9    2    3      10
Vardas10394    Pavarde10394    10   4    2    2    3    7    6    3    6    2       7
Vardas10395    Pavarde10395    4    8    2    5    7    7    8    3    8    2       6
Vardas10396    Pavarde10396    4    2    3    8    9    9    8    10   4    3      10
Vardas10397    Pavarde10397    10   6    8    7    6    7    3    4    3    10      3
Vardas10398    Pavarde10398    9    4    8    8    2    4    7    6    10   7       6
Vardas10399    Pavarde10399    8    4    4    8    5    3    8    4    7    9       4
Vardas10400    Pavarde10400    9    8    9    5    10   9    6    10   7    8       9
Vardas10401    Pavarde10401    8    4    2    9    4    9    3    6    3    7       2
Vardas10402    Pavarde10402    7    9    9    5    2    6    8    2    3    8       9
Vardas10403    Pavarde10403    3    6    5    4    5    7    5    3    5    5       4
Vardas10404    Pavarde10404    9    10   3    10   4    4    7    7    8    3       4
Vardas10405    Pavarde10405    10   6    2    8    3    3    5    8    3    4       8
Vardas10406    Pavarde10406    2    2    10   5    3    8    9    10   3    4       5
Vardas10407    Pavarde10407    7    9    3    4    8    7    7    9    9    4       5
Vardas10408    Pavarde10408    8    7    10   8    9    5    3    8    4    5       4
Vardas10409    Pavarde10409    4    9    3    9    6    10   5    5    9    5       8
Vardas10410    Pavarde10410    8    5    2    10   7    8    7    9    6    5       3
Vardas10411    Pavarde10411    3    7    9    2    4    10   5    9    7    6       9
Vardas10412    Pavarde10412    10   7    6    2    9    4    9    3    4    5       3
Vardas10413    Pavarde10413    9    2    5    9    4    8    6    3    4    4       8
Vardas10414    Pavarde10414    5    10   4    3    8    3    9    2    9    7       3
Vardas10415    Pavarde10415    7    3    6    5    10   5    2    5    5    7       7
Vardas10416    Pavarde10416    8    4    8    10   4    2    10   2    6    5       5
Vardas10417    Pavarde10417    4    5    7    9    3    5    9    8    6    2       2
Vardas10418    Pavarde10418    10   8    9    2    3    9    4    10   8    2       4
Vardas10419    Pavarde10419    8    8    9    9    7    9    5    9    4    7       6
Vardas10420    Pavarde10420    2    5    3    6    10   10   3    10   8    4       3
Vardas10421    Pavarde10421    7    5    4    2    3    2    8    6    3    8       7
Vardas10422    Pavarde10422    5    5    8    2    7    3    2    2    9    4       8
Vardas10423    Pavarde10423    7    6    8    4    3    10   6    8    10   9       6
Vardas10424    Pavarde10424    6    5    7    5    4    2    4    9    9    5      10
Vardas10425    Pavarde10425    10   9    10   6    2    7    4    3    4    6       4
Vardas10426    Pavarde10426    3    4    8    2    10   5    6    10   4    5       5
Vardas10427    Pavarde10427    10   8    4    10   9    9    2    10   3    7       8
Vardas10428    Pavarde10428    5    10   10   5    3    4    10   2    3    10      2
Vardas10429    Pavarde10429    10   5    5    3    8    4    4    2    4    8       9
Vardas10430    Pavarde10430    6    5    9    6    2    8    5    4    3    2       6
Vardas10431    Pavarde10431    5    9    4    3    4    8    3    3    3    10      8
Vardas10432    Pavarde10432    9    8    8    9    9    6    7    7    3    9       4
Vardas10433    Pavarde10433    8    6    9    2    3    6    8    2    9    2       2
Vardas10434    Pavarde10434    8    2    10   10   7    8    2    6    4    6       4
Vardas10435    Pavarde10435    4    9    8    3    6    10   10   9    4    8       5
Vardas10436    Pavarde10436    4    3    8    10   10   6    4    8    4    10      9
Vardas10437    Pavarde10437    6    4    8    9    9    2    4    2    2    6      10
Vardas10438    Pavarde10438    3    7    8    10   2    10   2    3    2    6       4
Vardas10439    Pavarde10439    6    2    5    8    7    9    8    4    7    2       7
Vardas10440    Pavarde10440    5    4    4    8    4    10   5    10   3    3       5
Vardas10441    Pavarde10441    2    8    8    2    4    6    5    7    8    4      10
Vardas10442    Pavarde10442    5    10   5    8    8    2    9    8    10   9       5
Vardas10443    Pavarde10443    9    7    3    9    5    2    5    5    2    2       7
Vardas10444    Pavarde10444    4    3    7    2    5    6    3    10   8    6       5
Vardas10445    Pavarde10445    9    4    5    10   4    4    10   7    7    7       5
Vardas10446    Pavarde10446    9    7    4    10   4    8    3    2    9    8       8
Vardas10447    Pavarde10447    8    2    9    7    4    6    5    8    4    5       9
Vardas10448    Pavarde10448    8    8    8    3    7    2    3    7    5    5       4
Vardas10449    Pavarde10449    10   2    5    4    10   3    9    7    7    7       7
Vardas10450    Pavarde10450    9    5    4    5    6    9    2    2    4    10      5
Vardas10451    Pavarde10451    5    10   10   4    7    8    6    10   6    6       6
Vardas10452    Pavarde10452    10   5    10   10   10   9    3    3    7    6       4
Vardas10453    Pavarde10453    7    10   9    3    8    5    3    7    5    3       9
Vardas10454    Pavarde10454    8    4    2    8    10   2    5    2    8    3       5
Vardas10455    Pavarde10455    9    7    8    10   7    10   8    5    7    7       9
Vardas10456    Pavarde10456    7    2    7    2    4    9    10   3    2    5       5
Vardas10457    Pavarde10457    5    2    3    6    9    5    2    7    3    8       5
Vardas10458    Pavarde10458    2    8    4    8    5    10   5    8    7    8       8
Vardas10459    Pavarde10459    6    6    8    10   7    9    4    8    3    3       2
